acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
-37.120,31.504,1200.017,0.000,0.000,0.000
238.165,-140.780,1477.279,0.000,0.000,0.000
-31.722,86.111,1497.673,0.000,0.000,0.000
-188.867,114.901,1467.651,0.000,0.000,0.000
408.078,-3.699,1366.726,0.000,0.000,0.000
53.173,199.436,1427.645,0.000,0.000,0.000
56.418,208.971,1029.139,0.000,0.000,0.000
84.802,390.754,728.054,0.000,0.000,0.000
172.318,366.762,534.123,0.000,0.000,0.000
-159.919,608.555,171.525,0.000,0.000,0.000
98.238,519.965,-37.511,0.000,0.000,0.000
-297.795,839.657,-680.058,0.000,0.000,0.000
-43.937,792.425,-549.918,0.000,0.000,0.000
-56.511,936.501,43.665,0.000,0.000,0.000
-36.059,965.154,-68.550,0.000,0.000,0.000
245.252,933.869,-327.403,0.000,0.000,0.000
58.521,1049.379,95.843,0.000,0.000,0.000
25.263,1047.390,-115.571,0.000,0.000,0.000
188.026,920.904,-339.552,0.000,0.000,0.000
-33.401,1018.764,79.271,0.000,0.000,0.000
39.698,980.564,-175.940,0.000,0.000,0.000
147.892,944.858,-158.049,0.000,0.000,0.000
-31.289,1017.606,-82.954,0.000,0.000,0.000
119.244,984.676,-114.318,0.000,0.000,0.000
24.870,995.576,-57.689,0.000,0.000,0.000
184.491,950.410,-199.359,0.000,0.000,0.000
76.127,1014.703,16.731,0.000,0.000,0.000
63.074,1002.642,-108.843,0.000,0.000,0.000
174.219,956.532,-78.371,0.000,0.000,0.000
42.480,1044.329,-35.747,0.000,0.000,0.000
158.094,969.277,-124.935,0.000,0.000,0.000
58.564,1024.201,-18.248,0.000,0.000,0.000
121.473,988.192,-79.886,0.000,0.000,0.000
130.279,988.383,-78.697,0.000,0.000,0.000
92.856,1011.078,-59.424,0.000,0.000,0.000
123.550,976.478,-89.198,0.000,0.000,0.000
89.363,990.750,-92.232,0.000,0.000,0.000
54.883,1001.929,-69.224,0.000,0.000,0.000
136.580,971.379,-118.828,0.000,0.000,0.000
68.522,985.201,-95.107,0.000,0.000,0.000
64.165,1003.204,-73.106,0.000,0.000,0.000
151.268,977.539,-136.797,0.000,0.000,0.000
72.531,1014.113,-86.469,0.000,0.000,0.000
128.014,964.518,-106.694,0.000,0.000,0.000
130.552,980.222,-143.924,0.000,0.000,0.000
48.024,1025.443,-65.905,0.000,0.000,0.000
127.106,977.995,-127.127,0.000,0.000,0.000
93.209,991.570,-159.024,0.000,0.000,0.000
101.690,982.776,-117.301,0.000,0.000,0.000
103.294,988.653,-97.082,0.000,0.000,0.000
84.135,999.076,-112.682,0.000,0.000,0.000
129.593,981.067,-108.543,0.000,0.000,0.000
92.195,998.310,-87.531,0.000,0.000,0.000
74.399,996.594,-132.720,0.000,0.000,0.000
109.895,964.130,-151.065,0.000,0.000,0.000
30.151,1019.119,-72.358,0.000,0.000,0.000
144.528,999.071,-55.686,0.000,0.000,0.000
91.004,1023.601,-53.185,0.000,0.000,0.000
172.519,963.764,-114.741,0.000,0.000,0.000
65.821,1005.620,-96.471,0.000,0.000,0.000
112.782,977.265,-135.838,0.000,0.000,0.000
118.894,964.410,-114.705,0.000,0.000,0.000
29.000,998.919,-137.045,0.000,0.000,0.000
107.059,921.477,-235.975,0.000,0.000,0.000
-6.325,910.467,-412.649,0.000,0.000,0.000
-53.739,835.735,-633.267,0.000,0.000,0.000
165.265,610.446,-661.086,0.000,0.000,0.000
113.608,591.449,-195.198,0.000,0.000,0.000
16.508,703.414,-157.302,0.000,0.000,0.000
