acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
11.224,-37.088,994.544,-1960.000,350.000,2240.000
11.712,-39.528,990.640,-910.000,280.000,980.000
17.568,-35.624,999.424,-560.000,210.000,1120.000
14.152,-39.040,987.224,4830.000,-770.000,4340.000
24.400,-12.688,1022.360,4200.000,-490.000,1610.000
12.688,-36.112,987.712,-210.000,210.000,420.000
9.760,-29.280,994.544,-350.000,350.000,420.000
17.080,-35.136,1004.792,-350.000,280.000,420.000
12.200,-35.624,1007.720,350.000,210.000,420.000
11.712,-34.648,996.008,-420.000,210.000,420.000
-11.224,-0.976,989.664,1540.000,-70.000,-350.000
21.472,60.024,950.136,1190.000,490.000,10780.000
-43.920,-11.224,1003.328,280.000,-420.000,12530.000
-53.192,-122.976,997.960,770.000,-630.000,10430.000
52.704,-61.976,1013.088,770.000,-770.000,7280.000
61.000,-117.608,999.912,-630.000,70.000,3080.000
-46.360,-102.480,994.056,-1750.000,560.000,-1260.000
72.224,8.296,1002.840,-1960.000,1190.000,-2240.000
-2.440,-19.520,996.984,-2380.000,840.000,1330.000
1.464,-8.784,994.056,-3430.000,420.000,6440.000
29.768,-16.592,1003.816,-2030.000,-70.000,8540.000
13.176,-23.912,1006.744,-1190.000,-70.000,7350.000
58.072,-15.616,1018.944,70.000,-350.000,5880.000
5.368,-21.960,992.104,-1190.000,-210.000,5040.000
10.248,-36.112,1005.280,-2100.000,210.000,4340.000
29.280,-32.696,1012.112,-2870.000,700.000,3990.000
4.880,-39.528,976.488,-1610.000,910.000,3990.000
18.544,-26.352,1000.400,980.000,1540.000,3150.000
6.344,-40.992,1004.304,1470.000,1750.000,1960.000
21.960,-21.960,1004.304,2310.000,2450.000,1610.000
-0.488,-34.648,1001.864,1680.000,2520.000,1540.000
10.248,-30.256,989.176,1540.000,3360.000,2170.000
-20.008,-42.456,997.960,-1750.000,4200.000,3640.000
4.880,-25.864,995.520,-560.000,3500.000,2450.000
13.664,-36.112,1004.792,70.000,2870.000,1610.000
13.664,-40.992,994.056,560.000,3500.000,350.000
0.488,-37.576,1004.792,210.000,6440.000,-1680.000
-61.000,-46.848,987.224,-840.000,8890.000,-4200.000
81.008,-58.560,1004.792,3220.000,14630.000,-350.000
8.784,-16.592,1013.088,7560.000,26880.000,-7420.000
4.392,-66.368,1093.120,18200.000,12740.000,-21980.000
-128.344,-1.464,980.392,23590.000,1260.000,-19250.000
-73.688,35.624,1091.656,21210.000,-7770.000,-10220.000
-78.080,63.440,1446.432,27020.000,-34090.000,-700.000
-16.592,80.032,1653.344,100730.000,-48300.000,-2940.000
66.856,-10.736,1547.448,183750.000,-35350.000,2590.000
59.048,-123.464,1438.136,234220.000,19600.000,-15890.000
291.824,-24.400,1287.832,274260.000,92400.000,-49350.000
238.632,189.832,1576.240,303450.000,117880.000,-88760.000
-693.448,-18.056,2009.584,369320.000,60830.000,-84420.000
85.888,-39.040,1428.864,418040.000,39760.000,-36960.000
390.888,160.552,1501.576,449960.000,63000.000,-4690.000
116.632,87.840,1283.928,486150.000,45290.000,-9940.000
4.880,63.440,180.560,501060.000,70350.000,-46480.000
-122.976,269.864,-328.424,413420.000,115640.000,-82460.000
-467.504,566.568,140.544,347410.000,94150.000,-86590.000
-330.864,497.272,-416.752,322000.000,15890.000,-44240.000
-162.016,664.656,-633.424,266560.000,7910.000,12320.000
-287.920,791.536,-113.216,238840.000,2800.000,59640.000
-176.168,703.696,-474.824,206920.000,10360.000,64470.000
-141.520,777.384,-456.768,138390.000,5600.000,34440.000
-125.416,747.128,-511.424,73570.000,2100.000,4690.000
-158.600,766.160,-355.752,32690.000,18480.000,-17780.000
-263.520,839.848,-209.840,26600.000,22750.000,-17780.000
-226.920,830.088,-404.552,22540.000,9730.000,-8330.000
-290.360,845.704,-267.912,7490.000,9870.000,-4620.000
-323.544,897.920,-171.288,-3640.000,13300.000,-700.000
-299.144,964.776,-65.880,-4340.000,21420.000,4340.000
-240.584,1002.352,-161.040,-3290.000,15820.000,13370.000
-216.672,989.664,-115.168,-10640.000,13300.000,16240.000
-167.384,1057.496,-33.184,-8750.000,9940.000,19810.000
-109.312,1037.976,-107.360,-7140.000,8120.000,20090.000
-110.288,1033.584,-84.912,-8050.000,1470.000,19530.000
-127.368,1034.072,-40.504,-9380.000,-2450.000,17010.000
-105.896,1033.096,-81.008,-9030.000,-7280.000,13860.000
-101.016,1068.720,-160.552,-8680.000,-3430.000,2310.000
-125.416,996.496,-188.856,-24290.000,-4130.000,-5950.000
-174.216,1012.600,-173.240,-46200.000,-4270.000,-14490.000
