acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
999.424,-14.152,-18.544,4340.0,-560.0,4340.0
1003.816,-37.576,39.528,4760.0,-630.0,4270.0
994.544,-20.496,-16.592,6230.0,-1330.0,4970.0
986.736,-67.832,49.776,4970.0,-1540.0,7070.0
1001.864,-32.208,10.248,1610.0,-280.0,2240.0
1008.208,-36.6,7.32,-1540.0,350.0,2730.0
994.544,-37.088,11.224,-1960.0,350.0,2240.0
990.64,-39.528,11.712,-910.0,280.0,980.0
999.424,-35.624,17.568,-560.0,210.0,1120.0
987.224,-39.04,14.152,4830.0,-770.0,4340.0
1022.36,-12.688,24.4,4200.0,-490.0,1610.0
987.712,-36.112,12.688,-210.0,210.0,420.0
994.544,-29.28,9.76,-350.0,350.0,420.0
1004.792,-35.136,17.08,-350.0,280.0,420.0
1007.72,-35.624,12.2,350.0,210.0,420.0
996.008,-34.648,11.712,-420.0,210.0,420.0
989.664,-0.976,-11.224,1540.0,-70.0,-350.0
950.136,60.024,21.472,1190.0,490.0,10780.0
1003.328,-11.224,-43.92,280.0,-420.0,12530.0
997.96,-122.976,-53.192,770.0,-630.0,10430.0
1013.088,-61.976,52.704,770.0,-770.0,7280.0
999.912,-117.608,61.0,-630.0,70.0,3080.0
994.056,-102.48,-46.36,-1750.0,560.0,-1260.0
1002.84,8.296,72.224,-1960.0,1190.0,-2240.0
996.984,-19.52,-2.44,-2380.0,840.0,1330.0
994.056,-8.784,1.464,-3430.0,420.0,6440.0
1003.816,-16.592,29.768,-2030.0,-70.0,8540.0
1006.744,-23.912,13.176,-1190.0,-70.0,7350.0
1018.944,-15.616,58.072,70.0,-350.0,5880.0
992.104,-21.96,5.368,-1190.0,-210.0,5040.0
1005.28,-36.112,10.248,-2100.0,210.0,4340.0
1012.112,-32.696,29.28,-2870.0,700.0,3990.0
976.488,-39.528,4.88,-1610.0,910.0,3990.0
1000.4,-26.352,18.544,980.0,1540.0,3150.0
1004.304,-40.992,6.344,1470.0,1750.0,1960.0
1004.304,-21.96,21.96,2310.0,2450.0,1610.0
1001.864,-34.648,-0.488,1680.0,2520.0,1540.0
989.176,-30.256,10.248,1540.0,3360.0,2170.0
997.96,-42.456,-20.008,-1750.0,4200.0,3640.0
995.52,-25.864,4.88,-560.0,3500.0,2450.0
1004.792,-36.112,13.664,70.0,2870.0,1610.0
994.056,-40.992,13.664,560.0,3500.0,350.0
1004.792,-37.576,0.488,210.0,6440.0,-1680.0
987.224,-46.848,-61.0,-840.0,8890.0,-4200.0
1004.792,-58.56,81.008,3220.0,14630.0,-350.0
1013.088,-16.592,8.784,7560.0,26880.0,-7420.0
1093.12,-66.368,4.392,18200.0,12740.0,-21980.0
980.392,-1.464,-128.344,23590.0,1260.0,-19250.0
1091.656,35.624,-73.688,21210.0,-7770.0,-10220.0
1446.432,63.44,-78.08,27020.0,-34090.0,-700.0
1653.344,80.032,-16.592,100730.0,-48300.0,-2940.0
1547.448,-10.736,66.856,183750.0,-35350.0,2590.0
1438.136,-123.464,59.048,234220.0,19600.0,-15890.0
1287.832,-24.4,291.824,274260.0,92400.0,-49350.0
1576.24,189.832,238.632,303450.0,117880.0,-88760.0
2009.584,-18.056,-693.448,369320.0,60830.0,-84420.0
1428.864,-39.04,85.888,418040.0,39760.0,-36960.0
1501.576,160.552,390.888,449960.0,63000.0,-4690.0
1283.928,87.84,116.632,486150.0,45290.0,-9940.0
